segundo,emocion,confianza
1726.0,No_Detectado,0.0
1728.0,Sad,0.3114529550075531
1730.0,No_Detectado,0.0
1732.0,No_Detectado,0.0
1734.0,Sad,0.3443206250667572
1736.0,No_Detectado,0.0
1738.0,No_Detectado,0.0
1740.0,Sad,0.39325791597366333
1742.0,No_Detectado,0.0
1744.0,Sad,0.47282305359840393
1746.0,Neutral,0.2529468238353729
1748.0,Sad,0.29244351387023926
1750.0,No_Detectado,0.0
1752.0,No_Detectado,0.0
1754.0,No_Detectado,0.0
1756.0,No_Detectado,0.0
1758.0,No_Detectado,0.0
1760.0,No_Detectado,0.0
1762.0,No_Detectado,0.0
1764.0,No_Detectado,0.0
1766.0,No_Detectado,0.0
1768.0,No_Detectado,0.0
1770.0,No_Detectado,0.0
1772.0,No_Detectado,0.0
1774.0,No_Detectado,0.0
1776.0,Happy,0.41310736536979675
1778.0,No_Detectado,0.0
1780.0,No_Detectado,0.0
1782.0,No_Detectado,0.0
1784.0,No_Detectado,0.0
1786.0,No_Detectado,0.0
1788.0,No_Detectado,0.0
1790.0,No_Detectado,0.0
1792.0,No_Detectado,0.0
1794.0,No_Detectado,0.0
1796.0,No_Detectado,0.0
1798.0,No_Detectado,0.0
1800.0,No_Detectado,0.0
1802.0,No_Detectado,0.0
1804.0,No_Detectado,0.0
1806.0,No_Detectado,0.0
1808.0,No_Detectado,0.0
1810.0,No_Detectado,0.0
1812.0,No_Detectado,0.0
1814.0,No_Detectado,0.0
1816.0,No_Detectado,0.0
1818.0,No_Detectado,0.0
1820.0,No_Detectado,0.0
1822.0,No_Detectado,0.0
1824.0,No_Detectado,0.0
1826.0,No_Detectado,0.0
1828.0,No_Detectado,0.0
1830.0,No_Detectado,0.0
1832.0,No_Detectado,0.0
1834.0,No_Detectado,0.0
1836.0,No_Detectado,0.0
1838.0,No_Detectado,0.0
1840.0,No_Detectado,0.0
1842.0,No_Detectado,0.0
1844.0,No_Detectado,0.0
1846.0,No_Detectado,0.0
1848.0,No_Detectado,0.0
1850.0,No_Detectado,0.0
1852.0,No_Detectado,0.0
1854.0,No_Detectado,0.0
1856.0,No_Detectado,0.0
1858.0,No_Detectado,0.0
1860.0,No_Detectado,0.0
1862.0,No_Detectado,0.0
1864.0,No_Detectado,0.0
1866.0,No_Detectado,0.0
1868.0,No_Detectado,0.0
1870.0,No_Detectado,0.0
1872.0,No_Detectado,0.0
1874.0,No_Detectado,0.0
1876.0,No_Detectado,0.0
1878.0,No_Detectado,0.0
1880.0,No_Detectado,0.0
1882.0,No_Detectado,0.0
1884.0,No_Detectado,0.0
1886.0,Sad,0.34535759687423706
1888.0,No_Detectado,0.0
1890.0,No_Detectado,0.0
1892.0,No_Detectado,0.0
1894.0,No_Detectado,0.0
1896.0,No_Detectado,0.0
1898.0,No_Detectado,0.0
1900.0,No_Detectado,0.0
1902.0,No_Detectado,0.0
1904.0,No_Detectado,0.0
1906.0,No_Detectado,0.0
1908.0,No_Detectado,0.0
1910.0,No_Detectado,0.0
1912.0,No_Detectado,0.0
1914.0,No_Detectado,0.0
1916.0,No_Detectado,0.0
1918.0,No_Detectado,0.0
1920.0,No_Detectado,0.0
1922.0,No_Detectado,0.0
1924.0,No_Detectado,0.0
1926.0,No_Detectado,0.0
1928.0,No_Detectado,0.0
1930.0,No_Detectado,0.0
1932.0,No_Detectado,0.0
1934.0,Sad,0.30477309226989746
1936.0,No_Detectado,0.0
1938.0,No_Detectado,0.0
1940.0,No_Detectado,0.0
1942.0,No_Detectado,0.0
1944.0,No_Detectado,0.0
1946.0,No_Detectado,0.0
1948.0,No_Detectado,0.0
1950.0,No_Detectado,0.0
1952.0,No_Detectado,0.0
1954.0,No_Detectado,0.0
1956.0,No_Detectado,0.0
1958.0,No_Detectado,0.0
1960.0,No_Detectado,0.0
1962.0,No_Detectado,0.0
1964.0,No_Detectado,0.0
1966.0,No_Detectado,0.0
1968.0,No_Detectado,0.0
1970.0,No_Detectado,0.0
1972.0,No_Detectado,0.0
1974.0,No_Detectado,0.0
1976.0,No_Detectado,0.0
1978.0,Sad,0.3369503319263458
1980.0,Sad,0.38756585121154785
1982.0,No_Detectado,0.0
1984.0,No_Detectado,0.0
1986.0,No_Detectado,0.0
1988.0,No_Detectado,0.0
1990.0,No_Detectado,0.0
1992.0,No_Detectado,0.0
1994.0,No_Detectado,0.0
1996.0,No_Detectado,0.0
1998.0,No_Detectado,0.0
2000.0,No_Detectado,0.0
2002.0,No_Detectado,0.0
2004.0,Neutral,0.3010660409927368
2006.0,Sad,0.35276249051094055
2008.0,No_Detectado,0.0
2010.0,No_Detectado,0.0
2012.0,No_Detectado,0.0
2014.0,No_Detectado,0.0
2016.0,No_Detectado,0.0
2018.0,No_Detectado,0.0
2020.0,No_Detectado,0.0
2022.0,No_Detectado,0.0
2024.0,No_Detectado,0.0
2026.0,No_Detectado,0.0
2028.0,No_Detectado,0.0
2030.0,No_Detectado,0.0
2032.0,No_Detectado,0.0
2034.0,Happy,0.3695237338542938
2036.0,No_Detectado,0.0
2038.0,No_Detectado,0.0
2040.0,No_Detectado,0.0
2042.0,Sad,0.37852612137794495
2044.0,No_Detectado,0.0
2046.0,No_Detectado,0.0
2048.0,No_Detectado,0.0
2050.0,No_Detectado,0.0
2052.0,No_Detectado,0.0
2054.0,No_Detectado,0.0
2056.0,No_Detectado,0.0
2058.0,No_Detectado,0.0
2060.0,No_Detectado,0.0
2062.0,Sad,0.4212312400341034
2064.0,No_Detectado,0.0
2066.0,Sad,0.46670281887054443
2068.0,No_Detectado,0.0
2070.0,No_Detectado,0.0
2072.0,No_Detectado,0.0
2074.0,No_Detectado,0.0
2076.0,No_Detectado,0.0
2078.0,No_Detectado,0.0
2080.0,Sad,0.3310794532299042
2082.0,No_Detectado,0.0
2084.0,No_Detectado,0.0
2086.0,No_Detectado,0.0
2088.0,No_Detectado,0.0
2090.0,No_Detectado,0.0
2092.0,No_Detectado,0.0
2094.0,No_Detectado,0.0
2096.0,No_Detectado,0.0
2098.0,No_Detectado,0.0
2100.0,No_Detectado,0.0
2102.0,No_Detectado,0.0
2104.0,No_Detectado,0.0
2106.0,No_Detectado,0.0
2108.0,No_Detectado,0.0
2110.0,No_Detectado,0.0
2112.0,No_Detectado,0.0
2114.0,No_Detectado,0.0
2116.0,No_Detectado,0.0
2118.0,No_Detectado,0.0
2120.0,No_Detectado,0.0
2122.0,Sad,0.4204065799713135
2124.0,No_Detectado,0.0
2126.0,No_Detectado,0.0
2128.0,No_Detectado,0.0
2130.0,No_Detectado,0.0
2132.0,No_Detectado,0.0
2134.0,No_Detectado,0.0
2136.0,No_Detectado,0.0
2138.0,No_Detectado,0.0
2140.0,No_Detectado,0.0
2142.0,No_Detectado,0.0
2144.0,No_Detectado,0.0
2146.0,No_Detectado,0.0
2148.0,Sad,0.42328986525535583
2150.0,No_Detectado,0.0
2152.0,Sad,0.36459121108055115
2154.0,Sad,0.3271598815917969
2156.0,No_Detectado,0.0
2158.0,No_Detectado,0.0
2160.0,No_Detectado,0.0
2162.0,No_Detectado,0.0
2164.0,No_Detectado,0.0
2166.0,No_Detectado,0.0
2168.0,No_Detectado,0.0
2170.0,Sad,0.358619749546051
2172.0,No_Detectado,0.0
2174.0,No_Detectado,0.0
2176.0,No_Detectado,0.0
2178.0,Sad,0.28482410311698914
2180.0,Sad,0.2923939824104309
2182.0,No_Detectado,0.0
2184.0,No_Detectado,0.0
2186.0,No_Detectado,0.0
2188.0,No_Detectado,0.0
2190.0,No_Detectado,0.0
2192.0,No_Detectado,0.0
2194.0,No_Detectado,0.0
2196.0,No_Detectado,0.0
2198.0,No_Detectado,0.0
2200.0,Happy,0.3040474057197571
2202.0,No_Detectado,0.0
2204.0,No_Detectado,0.0
2206.0,No_Detectado,0.0
2208.0,No_Detectado,0.0
2210.0,No_Detectado,0.0
2212.0,Happy,0.2838471531867981
2214.0,No_Detectado,0.0
2216.0,No_Detectado,0.0
2218.0,No_Detectado,0.0
2220.0,Sad,0.366405189037323
2222.0,Sad,0.29718947410583496
2224.0,Fear,0.2521023154258728
2226.0,No_Detectado,0.0
2228.0,No_Detectado,0.0
2230.0,Happy,0.432354599237442
2232.0,No_Detectado,0.0
2234.0,Sad,0.3580176830291748
2236.0,No_Detectado,0.0
2238.0,No_Detectado,0.0
2240.0,No_Detectado,0.0
2242.0,No_Detectado,0.0
2244.0,No_Detectado,0.0
2246.0,No_Detectado,0.0
2248.0,No_Detectado,0.0
2250.0,Sad,0.3270206153392792
2252.0,Neutral,0.2882673144340515
2254.0,Sad,0.25327616930007935
2256.0,No_Detectado,0.0
2258.0,No_Detectado,0.0
2260.0,No_Detectado,0.0
2262.0,No_Detectado,0.0
2264.0,No_Detectado,0.0
2266.0,No_Detectado,0.0
2268.0,No_Detectado,0.0
2270.0,No_Detectado,0.0
2272.0,No_Detectado,0.0
2274.0,No_Detectado,0.0
2276.0,No_Detectado,0.0
2278.0,No_Detectado,0.0
2280.0,Sad,0.36588865518569946
2282.0,Sad,0.397001177072525
2282.0,Neutral,0.62937992811203
2284.0,Sad,0.3434530198574066
2286.0,Sad,0.3434530198574066
2288.0,Sad,0.3434530198574066
2290.0,Sad,0.34503060579299927
2292.0,Sad,0.34503060579299927
2294.0,Sad,0.34503060579299927
2296.0,Sad,0.3062218427658081
2298.0,Sad,0.3062218427658081
2300.0,Sad,0.3062218427658081
2302.0,Sad,0.3543914258480072
2304.0,Sad,0.3543914258480072
2306.0,Sad,0.35639023780822754
2308.0,Sad,0.37305569648742676
2308.0,Sad,0.35639023780822754
2310.0,Sad,0.35639023780822754
2312.0,Neutral,0.43190324306488037
2314.0,Neutral,0.43190324306488037
2316.0,Neutral,0.43190324306488037
2318.0,Sad,0.33717748522758484
2320.0,Sad,0.33717748522758484
2322.0,Sad,0.3864673674106598
2324.0,Sad,0.3864673674106598
2326.0,Sad,0.3864673674106598
2328.0,Sad,0.34450340270996094
2330.0,Sad,0.34450340270996094
2332.0,Sad,0.34450340270996094
2334.0,Neutral,0.5412020683288574
2336.0,Neutral,0.5412020683288574
2338.0,Neutral,0.5412020683288574
2340.0,Sad,0.36679545044898987
2342.0,Sad,0.36679545044898987
2344.0,Neutral,0.6093088984489441
2346.0,Neutral,0.6093088984489441
2348.0,Neutral,0.6093088984489441
2350.0,Sad,0.36052703857421875
2352.0,Sad,0.36052703857421875
2354.0,Sad,0.36052703857421875
2356.0,Neutral,0.4189439117908478
2358.0,Neutral,0.4271644353866577
2360.0,Neutral,0.4438653588294983
2362.0,Neutral,0.4439290761947632
2364.0,Neutral,0.4439290761947632
2366.0,Neutral,0.5581875443458557
2368.0,Neutral,0.5581875443458557
2370.0,Neutral,0.5581875443458557
2372.0,Sad,0.3170698583126068
2374.0,Sad,0.3170698583126068
2376.0,No_Detectado,0.0
2378.0,No_Detectado,0.0
2380.0,No_Detectado,0.0
2382.0,No_Detectado,0.0
2384.0,No_Detectado,0.0
2386.0,No_Detectado,0.0
2388.0,No_Detectado,0.0
2390.0,No_Detectado,0.0
2392.0,No_Detectado,0.0
2394.0,No_Detectado,0.0
2396.0,Happy,0.3418762683868408
2398.0,No_Detectado,0.0
2400.0,No_Detectado,0.0
2402.0,No_Detectado,0.0
2404.0,No_Detectado,0.0
2406.0,No_Detectado,0.0
2408.0,No_Detectado,0.0
2410.0,No_Detectado,0.0
2412.0,No_Detectado,0.0
2414.0,No_Detectado,0.0
2416.0,No_Detectado,0.0
2418.0,No_Detectado,0.0
2420.0,No_Detectado,0.0
2422.0,No_Detectado,0.0
2424.0,No_Detectado,0.0
2426.0,No_Detectado,0.0
2428.0,No_Detectado,0.0
2430.0,No_Detectado,0.0
2432.0,No_Detectado,0.0
2434.0,No_Detectado,0.0
2436.0,No_Detectado,0.0
2438.0,No_Detectado,0.0
2440.0,No_Detectado,0.0
2442.0,No_Detectado,0.0
2444.0,No_Detectado,0.0
2446.0,No_Detectado,0.0
2448.0,No_Detectado,0.0
2450.0,No_Detectado,0.0
2452.0,No_Detectado,0.0
2454.0,No_Detectado,0.0
2456.0,No_Detectado,0.0
2458.0,No_Detectado,0.0
2460.0,Happy,0.31356972455978394
2462.0,Happy,0.6894269585609436
2464.0,No_Detectado,0.0
2466.0,No_Detectado,0.0
2468.0,No_Detectado,0.0
2470.0,No_Detectado,0.0
2472.0,No_Detectado,0.0
2474.0,No_Detectado,0.0
2476.0,No_Detectado,0.0
2478.0,No_Detectado,0.0
2480.0,No_Detectado,0.0
2482.0,No_Detectado,0.0
2484.0,No_Detectado,0.0
2486.0,No_Detectado,0.0
2488.0,Happy,0.5203154683113098
2490.0,No_Detectado,0.0
2492.0,No_Detectado,0.0
2494.0,Sad,0.26669082045555115
2496.0,No_Detectado,0.0
2498.0,No_Detectado,0.0
2500.0,No_Detectado,0.0
2502.0,No_Detectado,0.0
2504.0,No_Detectado,0.0
2506.0,No_Detectado,0.0
2508.0,No_Detectado,0.0
2510.0,No_Detectado,0.0
2512.0,No_Detectado,0.0
2514.0,No_Detectado,0.0
2516.0,No_Detectado,0.0
2518.0,No_Detectado,0.0
2520.0,No_Detectado,0.0
2522.0,No_Detectado,0.0
2524.0,No_Detectado,0.0
2526.0,No_Detectado,0.0
2528.0,No_Detectado,0.0
2530.0,No_Detectado,0.0
2532.0,No_Detectado,0.0
2534.0,No_Detectado,0.0
2536.0,No_Detectado,0.0
2538.0,No_Detectado,0.0
2540.0,No_Detectado,0.0
2542.0,No_Detectado,0.0
2544.0,No_Detectado,0.0
2546.0,No_Detectado,0.0
2548.0,No_Detectado,0.0
2550.0,No_Detectado,0.0
2552.0,No_Detectado,0.0
2554.0,No_Detectado,0.0
2556.0,No_Detectado,0.0
2558.0,No_Detectado,0.0
2560.0,Neutral,0.3780992925167084
2562.0,No_Detectado,0.0
2564.0,No_Detectado,0.0
2566.0,No_Detectado,0.0
2568.0,No_Detectado,0.0
2570.0,No_Detectado,0.0
2572.0,No_Detectado,0.0
2574.0,No_Detectado,0.0
2576.0,No_Detectado,0.0
2578.0,No_Detectado,0.0
2580.0,No_Detectado,0.0
2582.0,No_Detectado,0.0
2584.0,No_Detectado,0.0
2586.0,No_Detectado,0.0
2588.0,No_Detectado,0.0
2590.0,No_Detectado,0.0
2592.0,Fear,0.2898828387260437
2594.0,Fear,0.33438488841056824
2596.0,No_Detectado,0.0
2598.0,No_Detectado,0.0
2600.0,No_Detectado,0.0
2602.0,No_Detectado,0.0
2604.0,No_Detectado,0.0
2606.0,No_Detectado,0.0
2608.0,No_Detectado,0.0
2610.0,No_Detectado,0.0
2612.0,No_Detectado,0.0
2614.0,No_Detectado,0.0
2616.0,No_Detectado,0.0
2618.0,No_Detectado,0.0
2620.0,No_Detectado,0.0
2622.0,No_Detectado,0.0
2624.0,No_Detectado,0.0
2626.0,No_Detectado,0.0
2628.0,No_Detectado,0.0
2630.0,No_Detectado,0.0
2632.0,No_Detectado,0.0
2634.0,Neutral,0.2499689757823944
2636.0,Sad,0.2502294182777405
2638.0,No_Detectado,0.0
2640.0,No_Detectado,0.0
2642.0,No_Detectado,0.0
2644.0,Happy,0.3595156669616699
2646.0,No_Detectado,0.0
2648.0,Sad,0.26189985871315
2650.0,Happy,0.3300212025642395
2652.0,No_Detectado,0.0
2654.0,Happy,0.4154229462146759
2656.0,No_Detectado,0.0
2658.0,No_Detectado,0.0
2660.0,Sad,0.2489020675420761
2662.0,No_Detectado,0.0
2664.0,No_Detectado,0.0
2666.0,Sad,0.26000872254371643
2668.0,No_Detectado,0.0
2670.0,No_Detectado,0.0
2672.0,No_Detectado,0.0
2674.0,No_Detectado,0.0
2676.0,No_Detectado,0.0
2678.0,No_Detectado,0.0
